Year,Vi,Multi-adult,Multi-adult with children,"Multi-adult, 65+",Single,Single with children,"Single, 65+",min,max,Income_band
2010,112000,2775.04489909252,1305.78916254104,306.815402224194,230.761732671876,63.3070121405181,39.2211196630087,"$112,000","$114,000","$112,000-$114,000"
2010,114000,2775.04489909252,1305.78916254104,306.815402224194,230.761732671876,63.307012140489,39.2211196630087,"$114,000","$116,000","$114,000-$116,000"
2010,116000,2316.74700090755,1305.78916254104,306.815402224194,230.761732671905,63.3070121405181,39.2211196630087,"$116,000","$118,000","$116,000-$118,000"
2010,118000,1154.81502483948,1305.78916254127,306.815402224194,179.319339631591,63.3070121405181,39.2211196630087,"$118,000","$120,000","$118,000-$120,000"
2010,120000,1154.81502483971,1305.78916254104,306.815402224194,149.121602510335,63.3070121405181,39.2211196630087,"$120,000","$122,000","$120,000-$122,000"
2010,122000,1154.81502483948,1305.78916254104,306.815402224194,149.121602510364,63.3070121405181,39.2211196630087,"$122,000","$124,000","$122,000-$124,000"
2010,124000,1154.81502483971,1305.78916254104,306.815402224194,149.121602510364,63.307012140489,39.2211196630087,"$124,000","$126,000","$124,000-$126,000"
2010,126000,1154.81502483948,1305.78916254127,306.815402224252,149.121602510364,63.3070121405181,39.2211196630087,"$126,000","$128,000","$126,000-$128,000"
2010,128000,1154.81502483971,1305.78916254104,306.815402224194,149.121602510335,63.3070121405181,39.2211196630087,"$128,000","$130,000","$128,000-$130,000"
2010,130000,1154.81502483948,1305.78916254104,306.815402224194,149.121602510364,63.3070121405181,39.2211196630087,"$130,000","$132,000","$130,000-$132,000"
2010,132000,1154.81502483971,1434.61905957735,318.942993340024,149.121602510364,63.3070121405181,39.2211196630087,"$132,000","$134,000","$132,000-$134,000"
2010,134000,1154.81502483971,1475.28006193438,320.579068671446,149.121602510335,63.307012140489,39.2211196630087,"$134,000","$136,000","$134,000-$136,000"
2010,136000,882.5160136919,1475.28006193438,320.579068671505,149.121602510364,63.3070121405181,39.2211196630087,"$136,000","$138,000","$136,000-$138,000"
2010,138000,519.296923074406,1475.28006193438,320.579068671505,149.121602510364,63.3070121405181,39.2211196630087,"$138,000","$140,000","$138,000-$140,000"
2010,140000,519.296923074638,1475.28006193461,320.579068671446,149.121602510335,63.3070121405181,39.2211196630087,"$140,000","$142,000","$140,000-$142,000"
2010,142000,519.296923074406,1475.28006193438,320.579068671505,149.121602510364,63.3070121405181,39.2211196630087,"$142,000","$144,000","$142,000-$144,000"
2010,144000,519.296923074406,1475.28006193438,320.579068671505,149.121602510364,63.307012140489,39.2211196630087,"$144,000","$146,000","$144,000-$146,000"
2010,146000,519.296923074406,1475.28006193438,320.579068671446,134.670835286233,63.3070121405181,39.2211196630087,"$146,000","$148,000","$146,000-$148,000"
2010,148000,519.296923074638,1475.28006193461,320.579068671505,97.40226852661,63.3070121405181,39.2211196630087,"$148,000","$150,000","$148,000-$150,000"
2010,150000,519.296923074406,1475.28006193438,320.579068671446,97.40226852661,63.3070121405181,39.2211196630087,"$150,000","$152,000","$150,000-$152,000"
2010,152000,519.296923074406,1475.28006193438,320.579068671505,97.4022685265809,63.3070121405181,39.2211196630087,"$152,000","$154,000","$152,000-$154,000"
2010,154000,519.296923074406,1475.28006193438,320.579068671505,97.40226852661,63.307012140489,39.2211196630087,"$154,000","$156,000","$154,000-$156,000"
2010,156000,519.296923074638,1475.28006193461,320.579068671446,97.4022685265809,63.3070121405181,39.2211196630087,"$156,000","$158,000","$156,000-$158,000"
2010,158000,519.296923074406,1475.28006193438,320.579068671505,97.40226852661,63.3070121405181,39.2211196630087,"$158,000","$160,000","$158,000-$160,000"
2010,160000,16825.2318619692,0,0,3668.37146936718,0,0,"$160,000",Max,">$160,000"
2011,0,17748.7966363139,11125.5464622429,5001.16794718266,4980.69473115169,4770.13721442972,3067.05058643605,Min,"$2,000","<$2,000"
2011,2000,6880.89211326166,11336.5552963388,1230.65475923338,2245.29599256094,2884.76577762773,485.753666610206,"$2,000","$4,000","$2,000-$4,000"
2011,4000,7026.72206519589,12407.6160701176,1230.65475923338,2179.57726147608,3190.15443993364,379.638668367154,"$4,000","$6,000","$4,000-$6,000"
2011,6000,7585.16463305935,14929.3945996821,1230.65475923338,2598.61825318979,3619.49265689658,379.638668367154,"$6,000","$8,000","$6,000-$8,000"
2011,8000,8072.84615714057,20181.0655051938,3977.89273455423,1910.26024857158,3542.64081860254,379.638668367155,"$8,000","$10,000","$8,000-$10,000"
2011,10000,8760.03832229364,25112.2544089494,12236.5296171707,3316.28922771633,5229.83158046242,572.381502639028,"$10,000","$12,000","$10,000-$12,000"
2011,12000,11623.0612467579,33411.537559661,6706.74090828065,5448.1716941715,7963.61951919407,649.29124210062,"$12,000","$14,000","$12,000-$14,000"
2011,14000,14157.7799557793,40511.3291810955,5237.61179023704,7307.2059705921,17277.7986604686,1059.07227483488,"$14,000","$16,000","$14,000-$16,000"
2011,16000,17903.7995517268,58430.060017805,6949.79826542419,9350.1691553731,23495.7892627233,2844.95686567051,"$16,000","$18,000","$16,000-$18,000"
2011,18000,25767.7642214072,60626.9986422247,9852.54138511409,9470.35893621834,31550.9463574087,8174.96209332044,"$18,000","$20,000","$18,000-$20,000"
2011,20000,21014.139815792,71894.0544518575,78550.8065227298,9160.31881415571,28562.6077300353,74088.1795649724,"$20,000","$22,000","$20,000-$22,000"
2011,22000,24348.0423115651,91625.613645743,29671.9003864187,6865.35457874982,27116.1928579022,10303.3161082589,"$22,000","$24,000","$22,000-$24,000"
2011,24000,25677.4311885687,84068.9975421584,27351.2202332186,5605.06524590835,22754.3408791089,8734.59761639145,"$24,000","$26,000","$24,000-$26,000"
2011,26000,25285.3768008425,106263.440379963,22821.8351465526,6080.85691260496,12977.740382202,5386.93772763375,"$26,000","$28,000","$26,000-$28,000"
2011,28000,36966.6741740901,101995.952088749,18998.7063480709,6579.97011421586,14713.8102387098,5279.2994198712,"$28,000","$30,000","$28,000-$30,000"
2011,30000,24271.2799822145,104399.575015764,17629.6702220819,4515.66911667984,9176.76202558202,3201.59160560899,"$30,000","$32,000","$30,000-$32,000"
2011,32000,26831.3933334227,111060.714689811,17240.7833352063,5576.19660700904,8497.7902308077,1984.58496979805,"$32,000","$34,000","$32,000-$34,000"
2011,34000,35092.2443612017,102111.258836361,12565.6175377747,5637.89846330935,5127.19112967944,2922.89175547604,"$34,000","$36,000","$34,000-$36,000"
2011,36000,36774.5638284943,103414.536758038,16768.8381052511,5646.75437665889,4792.78784974993,2242.45184313098,"$36,000","$38,000","$36,000-$38,000"
2011,38000,35415.9369921654,80595.3239713549,13646.5186049239,6392.97903752753,3795.50700798596,1564.40299539917,"$38,000","$40,000","$38,000-$40,000"
2011,40000,34903.2048549476,77637.9292814259,12558.699752828,6239.73145176015,2469.38012028058,1403.19687499286,"$40,000","$42,000","$40,000-$42,000"
2011,42000,38003.6508296399,77335.9703242574,10320.7155415895,5166.65021461541,2188.85439234498,1494.74421936477,"$42,000","$44,000","$42,000-$44,000"
2011,44000,33832.4936390843,61090.7643324649,10073.5973743323,4547.01602002536,2258.30580288841,1693.00017857805,"$44,000","$46,000","$44,000-$46,000"
2011,46000,34364.2709496133,58170.3364890248,10726.9040600681,5575.52974336722,1732.08514523023,1168.98652282468,"$46,000","$48,000","$46,000-$48,000"
2011,48000,31924.1689531995,51508.8433699494,8548.42855496734,5850.38881845525,2607.36393460457,598.417956464313,"$48,000","$50,000","$48,000-$50,000"
2011,50000,41331.6491019748,52569.8223032213,7277.03548851446,4378.10968892646,2294.12201281165,598.417956464313,"$50,000","$52,000","$50,000-$52,000"
2011,52000,31238.937262394,54834.0266466187,9582.86367768329,4546.38528275196,1818.50938341147,1032.72180806872,"$52,000","$54,000","$52,000-$54,000"
2011,54000,34235.1158821697,39766.7160273243,10725.2555687579,5929.2995513108,1522.4004036421,1461.27291105862,"$54,000","$56,000","$54,000-$56,000"
2011,56000,29587.2873797157,34058.4977020919,6119.28046503296,3735.26691930351,824.877545632335,1234.29141294837,"$56,000","$58,000","$56,000-$58,000"
2011,58000,35369.6645514431,25277.9707891322,4614.11458745995,3682.09654203802,514.253975902393,692.832227759674,"$58,000","$60,000","$58,000-$60,000"
2011,60000,28444.6850924364,27891.051332762,6541.16936989228,3661.35172954245,514.253975902393,811.169366589078,"$60,000","$62,000","$60,000-$62,000"
2011,62000,24938.1106049634,21697.4404973274,4863.46673154255,2641.8880218511,514.253975902393,1171.3076278503,"$62,000","$64,000","$62,000-$64,000"
2011,64000,25595.788434052,21084.3236017993,4160.24015356042,3373.48700881426,514.253975902393,678.373808567238,"$64,000","$66,000","$64,000-$66,000"
2011,66000,21231.8994543843,18626.9633691879,4732.80997392739,4193.10335315851,704.597949486517,611.998699625168,"$66,000","$68,000","$66,000-$68,000"
2011,68000,26899.2022189349,17094.5053766917,3412.69290086813,3103.01412365783,986.957256443333,575.368366372073,"$68,000","$70,000","$68,000-$70,000"
2011,70000,17644.5300061633,17815.0061864364,3881.37971062341,2447.62215688828,986.957256443275,474.776595727453,"$70,000","$72,000","$70,000-$72,000"
2011,72000,19141.6732791843,10779.4796114366,2694.58808223926,1875.67791724726,1207.58220074722,474.776595727482,"$72,000","$74,000","$72,000-$74,000"
2011,74000,20496.2407399935,11042.616432139,2405.0567450769,1412.8649037297,1328.09851584799,474.776595727482,"$74,000","$76,000","$74,000-$76,000"
2011,76000,16566.2015481122,11481.4127229506,3809.35684634792,1331.11906333599,572.131597455591,345.116721597151,"$76,000","$78,000","$76,000-$78,000"
2011,78000,13224.7964312711,9519.63350834721,2757.57790965505,1388.46916669616,65.3866819417453,330.217907618906,"$78,000","$80,000","$78,000-$80,000"
2011,80000,14475.3860946182,8191.75609266874,2250.74415773252,1409.29506086663,65.3866819416871,330.217907618877,"$80,000","$82,000","$80,000-$82,000"
2011,82000,10959.2053331147,7959.11481350614,1975.73686555721,1290.98574513636,65.3866819416871,330.217907618906,"$82,000","$84,000","$82,000-$84,000"
2011,84000,10272.1081105476,5946.13437058148,1825.87913562433,975.033772732306,65.3866819416871,321.101249205705,"$84,000","$86,000","$84,000-$86,000"
2011,86000,10459.26182508,5946.13437058148,1728.99526659184,905.753696557833,65.3866819417453,153.711224950501,"$86,000","$88,000","$86,000-$88,000"
2011,88000,9537.56095566996,5946.13437058125,862.46590689657,545.118009418016,65.3866819416871,153.711224950501,"$88,000","$90,000","$88,000-$90,000"
2011,90000,8058.08112596895,4231.43847102136,862.46590689657,545.118009417987,65.3866819416871,153.711224950501,"$90,000","$92,000","$90,000-$92,000"
2011,92000,7349.61394395272,3384.72223223536,862.465906896629,545.118009418016,65.3866819416871,153.711224950501,"$92,000","$94,000","$92,000-$94,000"
2011,94000,9711.88690858032,3384.72223223536,862.46590689657,516.056431629782,65.3866819417453,153.711224950501,"$94,000","$96,000","$94,000-$96,000"
2011,96000,9496.48562383163,3384.7222322356,862.46590689657,465.235744458711,65.3866819416871,153.711224950501,"$96,000","$98,000","$96,000-$98,000"
2011,98000,6489.73108501872,3384.72223223536,900.780387926032,465.235744458711,65.3866819416871,153.711224950501,"$98,000","$100,000","$98,000-$100,000"
2011,1e+05,5256.37995337392,3384.7222322356,916.502595702419,465.235744458711,65.3866819416871,153.711224950501,"$100,000","$102,000","$100,000-$102,000"
2011,102000,4906.81705424166,2200.15701485053,916.502595702361,465.235744458711,65.3866819416871,153.711224950472,"$102,000","$104,000","$102,000-$104,000"
2011,104000,4175.97100314149,1523.49311814201,916.502595702419,287.318259599124,65.3866819417453,153.711224950501,"$104,000","$106,000","$104,000-$106,000"
2011,106000,3281.82151258132,1523.49311814201,916.502595702361,270.673019637034,65.3866819416871,93.5347048081749,"$106,000","$108,000","$106,000-$108,000"
2011,108000,3281.82151258108,1523.49311814224,640.049379758595,270.673019637034,65.3866819416871,60.0543763100868,"$108,000","$110,000","$108,000-$110,000"
2011,110000,3281.82151258132,1523.49311814201,481.424322744308,270.673019637034,65.3866819416871,60.0543763101159,"$110,000","$112,000","$110,000-$112,000"
2011,112000,2181.35100724525,1523.49311814201,481.424322744308,270.673019637034,65.3866819417453,60.0543763100868,"$112,000","$114,000","$112,000-$114,000"
2011,114000,2143.71460860595,1523.49311814224,481.424322744308,270.673019637034,65.3866819416871,60.0543763101159,"$114,000","$116,000","$114,000-$116,000"
2011,116000,2143.71460860572,1523.49311814201,481.424322744308,270.673019637034,65.3866819416871,60.0543763100868,"$116,000","$118,000","$116,000-$118,000"
2011,118000,2143.71460860572,1523.49311814201,481.424322744308,224.770118506043,65.3866819416871,60.0543763100868,"$118,000","$120,000","$118,000-$120,000"
2011,120000,2143.71460860572,1523.49311814224,481.424322744249,98.6516636136512,65.3866819417453,60.0543763101159,"$120,000","$122,000","$120,000-$122,000"
2011,122000,1703.16018867586,1523.49311814201,481.424322744308,98.6516636136221,65.3866819416871,60.0543763100868,"$122,000","$124,000","$122,000-$124,000"
2011,124000,1449.99831150682,1523.49311814224,481.424322744308,98.6516636136512,65.3866819416871,60.0543763100868,"$124,000","$126,000","$124,000-$126,000"
2011,126000,1449.99831150682,1523.49311814201,481.424322744308,98.6516636136512,65.3866819416871,60.0543763101159,"$126,000","$128,000","$126,000-$128,000"
2011,128000,1449.99831150682,1480.85123260529,295.511369167711,98.6516636136221,65.3866819416871,60.0543763100868,"$128,000","$130,000","$128,000-$130,000"
2011,130000,1449.99831150658,1340.50771046802,291.051183519419,98.6516636136512,65.3866819417453,60.0543763101159,"$130,000","$132,000","$130,000-$132,000"
2011,132000,1449.99831150682,1340.50771046802,291.051183519419,98.6516636136221,65.3866819416871,60.0543763100868,"$132,000","$134,000","$132,000-$134,000"
2011,134000,1449.99831150682,1340.50771046826,291.051183519419,98.6516636136512,65.3866819416871,60.0543763100868,"$134,000","$136,000","$134,000-$136,000"
2011,136000,1449.99831150682,1340.50771046802,291.051183519419,98.6516636136512,65.3866819416871,60.0543763101159,"$136,000","$138,000","$136,000-$138,000"
2011,138000,861.543166945921,1340.50771046802,291.051183519419,98.6516636136221,65.3866819417453,60.0543763100868,"$138,000","$140,000","$138,000-$140,000"
2011,140000,667.786532412516,1340.50771046802,291.051183519419,98.6516636136512,65.3866819416871,60.0543763101159,"$140,000","$142,000","$140,000-$142,000"
2011,142000,667.786532412516,1340.50771046802,291.051183519477,98.6516636136221,65.3866819416871,60.0543763100868,"$142,000","$144,000","$142,000-$144,000"
2011,144000,667.786532412516,1340.50771046826,291.051183519419,98.6516636136512,65.3866819416871,60.0543763100868,"$144,000","$146,000","$144,000-$146,000"
2011,146000,667.786532412283,1340.50771046802,291.051183519419,98.6516636136512,65.3866819417453,60.0543763101159,"$146,000","$148,000","$146,000-$148,000"
2011,148000,667.786532412516,1340.50771046802,291.051183519419,98.6516636136221,65.3866819416871,60.0543763100868,"$148,000","$150,000","$148,000-$150,000"
2011,150000,667.786532412516,1340.50771046802,291.051183519419,98.6516636136512,65.3866819416871,60.0543763100868,"$150,000","$152,000","$150,000-$152,000"
2011,152000,667.786532412516,1340.50771046802,291.051183519419,98.6516636136512,65.3866819416871,60.0543763101159,"$152,000","$154,000","$152,000-$154,000"
2011,154000,667.786532412516,1340.50771046826,291.051183519419,98.6516636136221,65.3866819417453,60.0543763100868,"$154,000","$156,000","$154,000-$156,000"
2011,156000,667.786532412516,1340.50771046802,291.051183519419,98.6516636136512,65.3866819416871,60.0543763101159,"$156,000","$158,000","$156,000-$158,000"
2011,158000,667.786532412283,1340.50771046802,291.051183519419,98.6516636136221,65.3866819416871,60.0543763100868,"$158,000","$160,000","$158,000-$160,000"
2011,160000,15679.7612381836,0,0,2140.64210347156,0,0,"$160,000",Max,">$160,000"
2012,0,14951.2954785082,14889.1911350691,4845.40647570966,5788.17718316536,4545.78312254556,2828.08335580704,Min,"$2,000","<$2,000"
2012,2000,5875.85756799921,13930.3808439921,1202.53028963357,1466.07090124297,2136.71941302959,776.088305477339,"$2,000","$4,000","$2,000-$4,000"
2012,4000,6295.2197520481,13492.942371396,1202.53028963357,986.877034308156,2580.99260840708,349.099069158813,"$4,000","$6,000","$4,000-$6,000"
2012,6000,6503.97528294102,16272.3723889742,1202.53028963357,2024.74531163686,2227.04217145146,349.099069158812,"$6,000","$8,000","$6,000-$8,000"
2012,8000,8305.29287207914,23643.9435099492,1576.77933010608,2694.02958209511,3754.7221564852,349.099069158812,"$8,000","$10,000","$8,000-$10,000"
2012,10000,8585.93423255943,22054.1833339266,15120.5017214288,3661.42178368432,6334.18167562904,349.099069158812,"$10,000","$12,000","$10,000-$12,000"
2012,12000,10248.2907917148,30054.3834513455,12691.2418359896,7001.11812120527,8691.58617773959,891.458840788036,"$12,000","$14,000","$12,000-$14,000"
2012,14000,14623.5655292491,39340.7827182849,10233.9829478084,7576.0492839474,14794.7876234148,1503.8499770024,"$14,000","$16,000","$14,000-$16,000"
2012,16000,18242.3828512342,57123.1368157487,7572.78577574214,9215.41903467953,20627.9359764462,3693.88932856095,"$16,000","$18,000","$16,000-$18,000"
2012,18000,21374.4269645695,56565.6183026495,13736.216424433,9374.51659708394,24073.0848204704,7669.26351299878,"$18,000","$20,000","$18,000-$20,000"
2012,20000,22747.866593963,80672.2901147891,63969.4689751278,6495.68497841152,26820.3623812911,75382.2403916211,"$20,000","$22,000","$20,000-$22,000"
2012,22000,28183.8680432022,75446.9156607249,42508.8288789756,8256.80899573585,23579.8794297648,13670.3003829609,"$22,000","$24,000","$22,000-$24,000"
2012,24000,25809.0522245023,88516.2371182317,29932.294405816,6909.09212912957,16844.0232337033,7827.97094519975,"$24,000","$26,000","$24,000-$26,000"
2012,26000,27114.5227902447,110003.590506982,23139.5022106657,5785.98481845734,12078.1443134927,6864.60842371162,"$26,000","$28,000","$26,000-$28,000"
2012,28000,27610.0143347036,108674.930874523,21482.3642430283,6507.6470077173,8656.23522202679,5098.24510432013,"$28,000","$30,000","$28,000-$30,000"
2012,30000,30596.608984983,104824.327462334,15031.2673281492,6273.79716419928,8414.86254368589,5485.02259632775,"$30,000","$32,000","$30,000-$32,000"
2012,32000,29156.025436454,115300.847396143,12494.5423167589,5528.23125080791,4865.89299188377,2907.64857587818,"$32,000","$34,000","$32,000-$34,000"
2012,34000,29829.1455246203,97583.5427267576,16182.2637333873,4673.40528176502,7047.17799254711,2185.73902492531,"$34,000","$36,000","$34,000-$36,000"
2012,36000,30593.8499690074,90138.3782817812,12584.9526489327,4390.54419004555,7641.63382387714,1708.28125310564,"$36,000","$38,000","$36,000-$38,000"
2012,38000,35437.9756622518,83847.3903635396,11667.2122754066,6270.88883958064,3447.34765514624,1901.34431099068,"$38,000","$40,000","$38,000-$40,000"
2012,40000,33502.2996282299,82984.9588336363,13980.2764192101,7041.53387830318,3121.0338723911,2101.10648693208,"$40,000","$42,000","$40,000-$42,000"
2012,42000,35979.0851612637,84441.419529578,10175.6075657587,5814.68350614741,1955.92430035034,2016.85609786309,"$42,000","$44,000","$42,000-$44,000"
2012,44000,28898.8594849487,64769.2843668561,16803.5220666532,4888.80935703902,2715.3454996433,1287.19624824135,"$44,000","$46,000","$44,000-$46,000"
2012,46000,32084.3815903263,63334.3683259497,12865.4693928896,6853.48999070187,2204.598721858,1270.84026308547,"$46,000","$48,000","$46,000-$48,000"
2012,48000,36482.9056553526,53148.8694282307,8012.15540687548,7137.85633440435,3279.0263980437,1424.18567945107,"$48,000","$50,000","$48,000-$50,000"
2012,50000,30562.8606096503,54355.5368739369,6746.05107097089,4730.11893851848,1950.48771802572,1415.84731951199,"$50,000","$52,000","$50,000-$52,000"
2012,52000,30700.0205098643,52586.8380983535,7715.57238270633,4959.80350311479,1444.09446445407,1959.57318322166,"$52,000","$54,000","$52,000-$54,000"
2012,54000,32111.5836944064,41527.428508441,6356.51223426743,3701.0800173489,1320.16212679542,1034.71117898397,"$54,000","$56,000","$54,000-$56,000"
2012,56000,32976.7633979641,33172.1852832995,8246.21372276731,3559.99689678033,966.865199894557,1458.76762787296,"$56,000","$58,000","$56,000-$58,000"
2012,58000,33009.5156849345,29490.8413667418,5806.47070200404,3333.15246337783,966.865199894528,961.301531545236,"$58,000","$60,000","$58,000-$60,000"
2012,60000,26424.6218405869,33248.4764965579,7429.07817454566,3043.31421498858,858.559814825887,510.246989392297,"$60,000","$62,000","$60,000-$62,000"
2012,62000,29025.0485918815,24041.0869170714,5536.86959136301,3105.66707918554,796.223444904928,510.246989392326,"$62,000","$64,000","$62,000-$64,000"
2012,64000,25150.839667552,19570.3852916798,4847.2654861763,3688.72690597022,796.223444904958,524.778050281137,"$64,000","$66,000","$64,000-$66,000"
2012,66000,25284.5412149932,19910.9377895293,5400.43348543422,3412.56215504231,517.194132855482,559.168653964414,"$66,000","$68,000","$66,000-$68,000"
2012,68000,23527.7436077948,18105.601058899,4556.62903161655,4646.47450288243,355.435936342459,559.168653964385,"$68,000","$70,000","$68,000-$70,000"
2012,70000,25719.8833997243,15102.2550149136,3178.39321683312,1340.34265211551,355.435936342459,524.246945241001,"$70,000","$72,000","$70,000-$72,000"
2012,72000,21346.7438162627,14038.8584803827,2582.16233492747,1535.97716197549,355.435936342459,423.180410984758,"$72,000","$74,000","$72,000-$74,000"
2012,74000,22588.7609210012,15977.304810239,2171.51764144545,1987.17894602407,355.435936342459,423.180410984729,"$74,000","$76,000","$74,000-$76,000"
2012,76000,19131.2669654225,10796.8083853864,2086.31649139914,2235.13503379456,355.435936342459,423.180410984758,"$76,000","$78,000","$76,000-$78,000"
2012,78000,15954.2509211925,9872.99207307585,1945.59104486433,1760.62172952344,355.435936342488,399.519259073364,"$78,000","$80,000","$78,000-$80,000"
2012,80000,14924.9287034377,7494.32931407774,1945.59104486427,1805.66193440653,86.8147107679688,324.427809677785,"$80,000","$82,000","$80,000-$82,000"
2012,82000,11186.9702157499,6718.51200735197,2663.41398767364,1160.62479228864,59.8864102383959,324.427809677814,"$82,000","$84,000","$82,000-$84,000"
2012,84000,11818.0092181332,6718.51200735197,2621.89337328036,1062.54172454268,59.8864102383959,324.427809677785,"$84,000","$86,000","$84,000-$86,000"
2012,86000,15672.3502152822,5010.36573958001,1951.97724479891,759.712189785962,59.8864102383959,324.427809677814,"$86,000","$88,000","$86,000-$88,000"
2012,88000,11470.2349606034,4191.65368842613,1951.97724479891,759.712189785962,59.8864102383959,324.427809677785,"$88,000","$90,000","$88,000-$90,000"
2012,90000,9568.97397160251,4191.65368842613,1379.73512677726,722.534916432749,59.8864102383959,89.5433150735626,"$90,000","$92,000","$90,000-$92,000"
2012,92000,9358.86522699159,4191.65368842613,1115.984314801,670.048546076781,59.8864102383959,89.4506400778773,"$92,000","$94,000","$92,000-$94,000"
2012,94000,5790.64995524974,4191.65368842613,1115.984314801,670.048546076752,59.8864102383959,89.4506400778482,"$94,000","$96,000","$94,000-$96,000"
2012,96000,5198.26088280045,2238.42493003397,1115.98431480106,644.785164665751,59.8864102383959,89.4506400778773,"$96,000","$98,000","$96,000-$98,000"
2012,98000,6800.02156642801,1560.62576512434,848.251379725116,547.355786821543,59.8864102383959,89.4506400778773,"$98,000","$100,000","$98,000-$100,000"
2012,1e+05,7021.66815529624,1560.62576512434,400.903826925904,547.355786821543,59.8864102383959,89.4506400778482,"$100,000","$102,000","$100,000-$102,000"
2012,102000,4152.45564068179,1560.62576512434,400.903826925904,547.355786821572,59.8864102383959,89.4506400778773,"$102,000","$104,000","$102,000-$104,000"
2012,104000,4152.45564068155,1560.6257651241,400.903826925962,498.556368260499,59.8864102383959,89.4506400778773,"$104,000","$106,000","$104,000-$106,000"
2012,106000,4650.04361504573,1560.62576512434,400.903826925904,371.775614948623,59.8864102383959,89.4506400778482,"$106,000","$108,000","$106,000-$108,000"
2012,108000,5322.81742754905,1560.62576512434,400.903826925904,371.775614948652,59.8864102383959,89.4506400778773,"$108,000","$110,000","$108,000-$110,000"
2012,110000,4793.33994128904,1560.62576512434,400.903826925904,371.775614948623,59.8864102383959,89.4506400778773,"$110,000","$112,000","$110,000-$112,000"
2012,112000,3467.04108681111,1560.6257651241,400.903826925904,371.775614948652,59.8864102383959,89.4506400778482,"$112,000","$114,000","$112,000-$114,000"
2012,114000,3467.04108681111,1560.62576512434,400.903826925904,371.775614948652,59.8864102383959,89.4506400778773,"$114,000","$116,000","$114,000-$116,000"
2012,116000,3466.89152616542,1560.62576512434,400.903826925962,308.624216252996,59.8864102383959,89.4506400778773,"$116,000","$118,000","$116,000-$118,000"
2012,118000,1825.3215951426,1560.62576512434,400.903826925904,244.164613374771,59.8864102383668,89.4506400778482,"$118,000","$120,000","$118,000-$120,000"
2012,120000,1825.3215951426,1560.6257651241,400.903826925904,244.164613374771,59.8864102383959,89.4506400778773,"$120,000","$122,000","$120,000-$122,000"
2012,122000,1825.3215951426,1343.3483235389,348.50858437561,244.164613374742,59.8864102383959,89.4506400778482,"$122,000","$124,000","$122,000-$124,000"
2012,124000,1825.32159514283,1118.36452405388,261.747061891248,244.164613374771,59.8864102383959,89.4506400778773,"$124,000","$126,000","$124,000-$126,000"
2012,126000,1825.3215951426,1118.36452405411,261.747061891307,244.164613374771,59.8864102383959,89.4506400778773,"$126,000","$128,000","$126,000-$128,000"
2012,128000,1825.3215951426,1118.36452405388,261.747061891248,244.164613374742,59.8864102383959,106.196094708139,"$128,000","$130,000","$128,000-$130,000"
2012,130000,979.771035473794,1118.36452405388,261.747061891307,244.164613374771,59.8864102383959,106.285134876322,"$130,000","$132,000","$130,000-$132,000"
2012,132000,712.89382998948,1118.36452405388,261.747061891248,244.164613374771,59.8864102383959,106.285134876322,"$132,000","$134,000","$132,000-$134,000"
2012,134000,712.893829989247,1118.36452405388,261.747061891248,199.870133440709,59.8864102383959,106.285134876322,"$134,000","$136,000","$134,000-$136,000"
2012,136000,712.89382998948,1118.36452405411,261.747061891307,179.908201045473,59.8864102383959,106.285134876322,"$136,000","$138,000","$136,000-$138,000"
2012,138000,712.893829989247,1118.36452405388,261.747061891248,179.908201045473,59.8864102383959,106.285134876322,"$138,000","$140,000","$138,000-$140,000"
2012,140000,712.893829989247,1118.36452405388,261.747061891307,179.908201045473,59.8864102383959,106.285134876322,"$140,000","$142,000","$140,000-$142,000"
2012,142000,712.89382998948,1118.36452405388,261.747061891248,179.908201045473,59.8864102383959,106.285134876322,"$142,000","$144,000","$142,000-$144,000"
2012,144000,712.893829989247,1118.36452405411,261.747061891248,179.908201045473,59.8864102383959,106.285134876322,"$144,000","$146,000","$144,000-$146,000"
2012,146000,712.89382998948,1118.36452405388,261.747061891307,179.908201045473,59.8864102383959,106.285134876322,"$146,000","$148,000","$146,000-$148,000"
2012,148000,712.893829989247,1118.36452405388,261.747061891248,179.908201045473,59.8864102383959,106.285134876322,"$148,000","$150,000","$148,000-$150,000"
2012,150000,712.893829989247,1118.36452405388,261.747061891248,179.908201045473,59.8864102383959,106.285134876322,"$150,000","$152,000","$150,000-$152,000"
2012,152000,712.89382998948,1118.36452405388,261.747061891307,179.908201045473,59.8864102383959,106.285134876322,"$152,000","$154,000","$152,000-$154,000"
2012,154000,712.893829989247,1118.36452405411,261.747061891248,179.908201045473,59.8864102383959,106.285134876322,"$154,000","$156,000","$154,000-$156,000"
2012,156000,712.893829989247,1118.36452405388,261.747061891307,179.908201045473,59.8864102383959,106.285134876322,"$156,000","$158,000","$156,000-$158,000"
2012,158000,712.89382998948,1118.36452405388,261.747061891248,2196.99196814062,59.8864102383959,106.285134876322,"$158,000","$160,000","$158,000-$160,000"
2012,160000,12257.6194870223,0,0,0,0,0,"$160,000",Max,">$160,000"
2013,0,14482.9084168733,9521.60742974617,5625.36901429859,4895.10128187643,2905.01991166972,3552.89929050199,Min,"$2,000","<$2,000"
2013,2000,5742.77679582755,9521.60742974617,1137.84733116086,1113.70558562272,1074.32954275028,378.852392456049,"$2,000","$4,000","$2,000-$4,000"
