Year,Vi,Multi-adult,Multi-adult with children,"Multi-adult, 65+",Single,Single with children,"Single, 65+",min,max,Income_band
2007,48000,35713.2586817398,44964.7517251407,8371.63124033163,7554.95463067835,1935.82092748806,756.312669504667,"$48,000","$50,000","$48,000-$50,000"
2007,50000,37993.6290674175,38469.7736848672,6859.75520625676,7611.33757399977,3300.34452735042,824.572787667887,"$50,000","$52,000","$50,000-$52,000"
2007,52000,29983.8503857127,39056.1396919857,6036.11813609832,5287.98022872696,1939.29602084076,1035.48284256362,"$52,000","$54,000","$52,000-$54,000"
2007,54000,32719.0542814346,32943.9589189452,6425.39923914732,5779.23656487203,930.683267509681,884.495621619455,"$54,000","$56,000","$54,000-$56,000"
2007,56000,31443.4637349048,30828.9428610813,3353.63435598067,3696.46803436978,896.24521903909,843.449170203268,"$56,000","$58,000","$56,000-$58,000"
2007,58000,28291.1125846043,30613.6559417017,3307.08884619718,3580.24960677172,812.080907181284,899.954759547021,"$58,000","$60,000","$58,000-$60,000"
2007,60000,27211.8754796576,25507.1799965554,5146.00981099112,3602.84978801516,552.034825252689,896.698324285389,"$60,000","$62,000","$60,000-$62,000"
2007,62000,22326.737821275,20957.1482368738,3652.24116842175,3915.98449444826,552.034825252689,889.244853800163,"$62,000","$64,000","$62,000-$64,000"
2007,64000,29716.9972318083,14339.3629581337,2639.57292552671,2218.27749436963,552.034825252689,425.27023162492,"$64,000","$66,000","$64,000-$66,000"
2007,66000,23110.2063828276,12101.3820169221,2248.34107714199,2499.854344911,552.034825252718,141.475574908865,"$66,000","$68,000","$66,000-$68,000"
2007,68000,29939.3683467585,11605.4981612687,1794.47456875775,2121.43158165456,140.782380531804,141.475574908836,"$68,000","$70,000","$68,000-$70,000"
2007,70000,23221.3275921346,10912.76773999,1321.6927683723,1412.85136053708,53.2466220531205,141.475574908865,"$70,000","$72,000","$70,000-$72,000"
2007,72000,23287.1377028691,10569.5353573719,1321.6927683723,1465.85720172137,53.2466220531205,141.475574908836,"$72,000","$74,000","$72,000-$74,000"
2007,74000,18065.8963498339,9760.95721864281,2233.39642058965,2411.68462242073,53.2466220531205,141.475574908836,"$74,000","$76,000","$74,000-$76,000"
2007,76000,16224.4409683855,9207.90665602311,3114.71892111941,2115.77525143413,53.2466220530914,141.475574908865,"$76,000","$78,000","$76,000-$78,000"
2007,78000,12078.9230694082,7454.6003475117,1906.13615600346,1843.63206294557,53.2466220531205,141.475574908836,"$78,000","$80,000","$78,000-$80,000"
2007,80000,10016.7116562212,7454.6003475117,1853.73765713297,1070.067449975,53.2466220531205,141.475574908865,"$80,000","$82,000","$80,000-$82,000"
2007,82000,9389.34366412263,5370.64337394107,1491.92524055723,1047.60940810095,53.2466220531205,141.475574908836,"$82,000","$84,000","$82,000-$84,000"
2007,84000,10532.5243750607,3629.51962600462,1491.92524055729,723.651370084524,53.2466220531205,141.475574908836,"$84,000","$86,000","$84,000-$86,000"
2007,86000,10253.4603268756,3629.51962600439,1064.71639733814,723.651370084524,53.2466220531205,46.1752706288535,"$86,000","$88,000","$86,000-$88,000"
2007,88000,9282.49421406444,3629.51962600462,419.837897915917,716.124060326693,53.2466220531205,40.8690681652806,"$88,000","$90,000","$88,000-$90,000"
2007,90000,10154.0469371805,3629.51962600462,419.837897915917,418.799732283776,53.2466220531205,40.8690681652515,"$90,000","$92,000","$90,000-$92,000"
2007,92000,8785.40292148211,3610.54403422447,419.837897915917,418.799732283806,53.2466220531205,40.8690681652806,"$92,000","$94,000","$92,000-$94,000"
2007,94000,6913.34136049065,1662.34203297971,419.837897915917,418.799732283776,53.2466220531205,40.8690681652515,"$94,000","$96,000","$94,000-$96,000"
2007,96000,6607.11041587009,1662.34203297994,419.837897915917,418.799732283806,53.2466220531205,40.8690681652806,"$96,000","$98,000","$96,000-$98,000"
2007,98000,6181.30765022896,1662.34203297971,419.837897915917,418.799732283806,53.2466220531205,40.8690681652515,"$98,000","$100,000","$98,000-$100,000"
2007,1e+05,4603.5115342465,1662.34203297994,419.837897915917,364.033217166638,53.2466220531205,40.8690681652806,"$100,000","$102,000","$100,000-$102,000"
